,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
917,,14x16,,11x12,,12x17,,,Automatic Gate,604 # B W 28th St,,,2.56,3.10,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,460229(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",granite,Harris County,77008,,14x16,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, HVAC>13 SEER, Insulation - Batt","Patio/Deck, Controlled Subdivision Access, Covered Patio/Deck, Rooftop Deck, Rooftop Deck","Cement Board, Stone",,,"Cash Sale, Conventional, FHA, Investor, VA",,"Tile, Wood, Carpet",,"Slab, Slab on Builders Pier",,,,"Additional Parking, Auto Driveway Gate, Driveway Gate",2 / Attached,No,"Central Gas, Zoned",,,,,"High Ceiling, Island Kitchen, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm",,12x13,LT  9  BLK 1 TERRACES ON WEST 28TH STREET,Exclusive Right to Sell/Lease,429000,For Sale,20x16,,"Cleared, Corner","1,590 Sqft.148(m²)  /Appraisal District",10100070 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$488,398",,"6,600",$259.55,"1,908",1935,Yes,,,,$284 - $900 K,,No/$0,Electric Oven,http://www.har.com/604--b-w-28th-st/sale_10100070,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Formal Dining, Living/Dining Combo, Living Area - 2nd Floor,","3,887",TX,,4,,Contemporary/Modern,Houston Heights View subdivision price trend,HOUSTON HEIGHTS,2.53516,"$9,708/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,6x6,,,"Public Sewer, Public Water",2017   / Appraisal District,77008,5933372ee2bac83b34e52f77,,,
918,,16x14,,12x12,,12x10,,,,912 W W 25th St Unit: 1,,No,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,412224(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Silestone,Harris County,77008,,15x11,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, Insulation - Batt","Partially Fenced, Sprinkler System, Back Green Space, Porch, Covered Patio/Deck","Cement Board, Stone, Stucco",12x9,,"Cash Sale, Conventional, FHA, VA",1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Slab,East,,,Auto Garage Door Opener,2 / Attached,No,"Central Gas, Zoned",,,,,"Alarm System - Owned, Breakfast Bar, Dryer Included, High Ceiling, Refrigerator Included, Fire/Smoke Alarm, Washer Included, Drapes/Curtains/Window Cover",452U,17x10,LT 1 BLK 1 VILLAS AT 25TH STREET,Exclusive Right to Sell/Lease,429000,For Sale,23x16,,"Corner, Subdivision Lot","1,963 Sqft.182(m²)  /Appraisal District",7098294 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$336,743",,"7,685",$167.83,"1,368",1950,Yes,,,,$188 - $529 K,,No/$0,"Double Oven, Electric Oven",http://www.har.com/912-w-w-25th-st-unit-1/sale_7098294,,,,,0.0228,No,,Single Family,,Gas Cooktop,Composition,"Living/Dining Combo, Study/Library, Living Area - 2nd Floor,",449,TX,,3,15x7,"Traditional, Mediterranean",Villas/25th Street View subdivision price trend,SHADY ACRES,2.52856,"$9,010/2016",,,,,,,,,,,,,,Utility Room 1st Floor,6x6,,,"Public Sewer, Public Water",2007   / Seller,77008,5933372ee2bac83b34e52f78,,,
919,,16x14,,11x10,,12x11,,,,8409 Hempstead Street  B,"Electric Dryer Connection, Gas Dryer Connections, Full Size, Washer Connections",No,2.26,2.95,"$2,401",$1.40,"$483,727",,$228.58,,"2,129",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,071192(m²)  /Builder",,Houston,No,,,"Central Electric, Zoned",Stone,Harris County,,,10x11,Yes,No,"Attic Vents, Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Balcony, Rooftop Deck, Rooftop Deck","Cement Board, Stucco",,,,,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,,"Central Gas, Zoned",28,132,,,"High Ceiling, Intercom System, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Tile",492A,,Lot 17 Block 1Mayfair at Hempstead,Exclusive Right to Sell/Lease,429000,For Sale,23x17,,,,59840440 (HAR),Other,$ 1000 / ANNUALLY,Timbergrove/Lazybrook,Timbergrove/Lazybrook,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/8409-hempstead-street--b/sale_59840440,,,,,0.0,No,,Townhouse / Condo,,Gas Cooktop,Composition,"Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",,TX,,3,,Contemporary/Modern,Timber Grove,,,,B,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2017   / Builder,77008,5933372ee2bac83b34e52f79,,,
920,,20x14,,16x11,,16x11,,,Driveway Gate,851 Fisher St #F,,No,2.33,3.28,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,563238(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Granite/Quartizite,Harris County,77018,,19x14,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, Energy Star/Reflective Roof, High-Efficiency HVAC, HVAC>13 SEER","Patio/Deck, Controlled Subdivision Access, Porch, Covered Patio/Deck, Back Yard Fenced","Cement Board, Stone",,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,,,,"Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,"Central Gas, Zoned",,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",452Q,16x14,TR 27A OAK GROVE,Exclusive Right to Sell/Lease,429000,For Sale,19x14,,Subdivision Lot,"1,899 Sqft.176(m²)  /Appraisal District",25245454 (HAR),,$ 400 / ANNUALLY,Oak Forest East Area,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$375,000",,"11,387",$166.67,"1,748",1954,Yes,,,,$167 - $634 K,,No/$0,"Convection Oven, Electric Oven",http://www.har.com/851-fisher-st-f/sale_25245454,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",71,TX,,3,,Contemporary/Modern,FISHER ST VILLAS View subdivision price trend,OAK GROVE,2.53516,"$7,242/2015",,,,,,,,,,,,,,Utility Room 3rd Floor,6x4,,,"Public Sewer, Public Water",2017   / Builder,77018,5933372ee2bac83b34e52f7a,,,
921,,20x14,,16x11,,16x11,,,Driveway Gate,851 Fisher St #E,,No,2.33,3.28,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,563238(m²)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Granite/Quartizite,Harris County,77018,,19x14,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, Energy Star/Reflective Roof, High-Efficiency HVAC, HVAC>13 SEER","Patio/Deck, Controlled Subdivision Access, Porch, Covered Patio/Deck, Back Yard Fenced","Cement Board, Stone",,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,,,,"Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,"Central Gas, Zoned",,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",452Q,16x14,TR 27A OAK GROVE,Exclusive Right to Sell/Lease,429000,For Sale,19x14,,Subdivision Lot,"1,899 Sqft.176(m²)  /Appraisal District",17750244 (HAR),,$ 400 / ANNUALLY,Oak Forest East Area,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$375,000",,"11,387",$166.67,"1,748",1954,Yes,,,,$167 - $634 K,,No/$0,"Convection Oven, Electric Oven",http://www.har.com/851-fisher-st-e/sale_17750244,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",71,TX,,3,,Contemporary/Modern,FISHER ST VILLAS View subdivision price trend,OAK GROVE,2.53516,"$7,242/2015",,,,,,,,,,,,,,Utility Rm in House,6x4,,,"Public Sewer, Public Water",2017   / Builder,77018,5933372ee2bac83b34e52f7b,,,
922,,15x16,,12x11,,13x11,,,Automatic Gate,2112 Couch Street,,Yes,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,047190(m²)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite & Marble,Harris County,77008,,13x10,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Blown Fiberglass","Fully Fenced, Patio/Deck, Controlled Subdivision Access, Sprinkler System, Porch","Brick Veneer, Cement Board, Stucco",,,,1 / Gaslog Fireplace,"Tile, Wood",,Pier & Beam,South,,,"Auto Garage Door Opener, Double-Wide Driveway",2 / Attached,Yes,Central Gas,,,,,"Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",452T,16x12,"LT 2, BLK 1 GARDENS AT 21ST REPLAT 1",Exclusive Agency to Sell/Lease,429000,For Sale,18x14,,Subdivision Lot,"1,832 Sqft.170(m²)  /Appraisal District",66215094 (HAR),,$ 1500 / ANNUALLY,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$336,743",,"7,685",$167.83,"1,368",1950,Yes,,,,$188 - $529 K,,Yes/$900/Lot/Transfer Fee,"Convection Oven, Gas Oven",http://www.har.com/2112-couch-street/sale_66215094,,,,,0.0467,No,,Single Family,,"Freestanding Range, Gas Range",Composition,"1 Living Area, Living Area - 2nd Floor",449,TX,,3,,Traditional,Shady Acres View subdivision price trend,SHADY ACRES,2.535,,,,,,,,,,,,,,,Utility Room 3rd Floor,3x6,,,"Public Sewer, Public Water",2015   / Builder,77008,5933372ee2bac83b34e52f7c,,,
923,,15x16,,12x11,,13x11,,,Automatic Driveway Gate,2108 Couch Street,"Electric Dryer Connection, Gas Dryer Connections, Washer Connections",Yes,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,047190(m²)  /Builder",,Houston,No,,,Central Electric,Granite & Marble,Harris County,77008,,13x10,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Blown Fiberglass","Partially Fenced, Patio/Deck, Sprinkler System, Balcony, Controlled Access","Brick Veneer, Stucco",,,,1 / Gaslog Fireplace,"Tile, Wood",,Pier & Beam,South,,,,2 / Attached,,Central Gas,,,,,"Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Tile",452T,16x12,"LT 3, BLK 1 GARDENS AT 21ST REPLAT 1",Exclusive Right to Sell/Lease,429000,For Sale,18x14,,Overlooking Pool,"1,832 Sqft.170(m²)  /Appraisal District",55911385 (HAR),"Limited Access Gates, Grounds, Other, Recreational Facilities",$ 1500 / ANNUALLY,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$336,743",,"7,685",$167.83,"1,368",1950,Yes,,,,$188 - $529 K,,Yes/$Lot/Transfer Fee,"Freestanding Oven, Gas Oven",http://www.har.com/2108-couch-street/sale_55911385,"Additional Parking, Auto Garage Door Opener",,,,0.0228,No,,Townhouse / Condo,,"Gas Range, Gas Cooktop",Composition,,449,TX,,3,,Traditional,Emery Square View subdivision price trend,SHADY ACRES,2.571,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2015   / Builder,77008,5933372ee2bac83b34e52f7d,,,
924,,17x13,,12x12,,,,,,527 A Pecore St,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  Bath(s),,3 Bedroom(s),,"1,674156(m²)  /Builder",,Houston,No,,,Central Electric,,Harris County,,,12x13,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt, Insulation - Blown Fiberglass",,Brick & Wood,,,,,"Concrete, Tile, Wood",,Slab,,,,,1 / Attached,No,Central Gas,245,942,,,,453X,16x17,LT 3 BLK 1 Pecore Gardens,Exclusive Right to Sell/Lease,429000,For Sale,13x17,,Subdivision Lot,,96940483 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,,,,,,,,,Yes,,,,,,No/$0,Single Oven,http://www.har.com/527-a-pecore-st/sale_96940483,,,,,0.0445,No,,Single Family,,Gas Range,Composition,"Study/Library, Living Area - 2nd Floor",,TX,,2,12x11,Other Style,Houston Heights,,,,,,,,,,,,,,,,,Utility Room 1st Floor,6x3,,,"Public Sewer, Public Water",2017   / Builder,77009,5933372ee2bac83b34e52f7e,,,
925,,19X11,,12X11,,12X11,,,Automatic Gate,615 Mazal Ln,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,163201(m²)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,,,11X11,Yes,Yes,"Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Controlled Subdivision Access, Back Green Space, Rooftop Deck, Rooftop Deck","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,,,,"Additional Parking, Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,Central Gas,245,942,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Fire/Smoke Alarm",453T,15X11,LT 1 BLK 1 NORTHWOOD ESTATES,Exclusive Right to Sell/Lease,429900,For Sale,15X13,,Patio Lot,"1,820 Sqft.169(m²)  /Appraisal District",31377245 (HAR),,$ 75 / MONTHLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/615-mazal-ln/sale_31377245,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living Area - 2nd Floor",,TX,,4,,Contemporary/Modern,Houston Heights,,,,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2017   / Appraisal District,77009,5933372ee2bac83b34e52f7f,,,
926,,19X11,,12X11,,12X11,,,Automatic Gate,611 Mazal Ln,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,163201(m²)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,,,11X11,Yes,Yes,"Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Controlled Subdivision Access, Back Green Space, Rooftop Deck, Rooftop Deck","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,,,,"Additional Parking, Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,Central Gas,245,942,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Fire/Smoke Alarm",453T,15X11,LT 1 BLK 1 NORTHWOOD ESTATES,Exclusive Right to Sell/Lease,429900,For Sale,15X13,,Patio Lot,"1,820 Sqft.169(m²)  /Appraisal District",67269471 (HAR),,$ 75 / MONTHLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/611-mazal-ln/sale_67269471,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living Area - 2nd Floor",,TX,,4,,Contemporary/Modern,Houston Heights,,,,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2017   / Appraisal District,77009,5933372ee2bac83b34e52f80,,,
927,,19X11,,12X11,,12X11,,,Automatic Gate,607 Mazal Ln,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,163201(m²)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,,,11X11,Yes,Yes,"Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Controlled Subdivision Access, Back Green Space, Rooftop Deck, Rooftop Deck","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,,,,"Additional Parking, Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,Central Gas,245,942,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Fire/Smoke Alarm",453T,15X11,LT 1 BLK 1 NORTHWOOD ESTATES,Exclusive Right to Sell/Lease,429900,For Sale,15X13,,Patio Lot,"1,820 Sqft.169(m²)  /Appraisal District",23967634 (HAR),,$ 75 / MONTHLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/607-mazal-ln/sale_23967634,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living Area - 2nd Floor",,TX,,4,,Contemporary/Modern,Houston Heights,,,,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2017   / Appraisal District,77009,5933372ee2bac83b34e52f81,,,
928,,19X11,,12X11,,12X11,,,Automatic Gate,603 Mazal Ln,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,163201(m²)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,,,11X11,Yes,Yes,"Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Controlled Subdivision Access, Back Green Space, Rooftop Deck, Rooftop Deck","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood",,Slab,,,,"Additional Parking, Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,Central Gas,245,942,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Fire/Smoke Alarm",453T,15X11,LT 1 BLK 1 NORTHWOOD ESTATES,Exclusive Right to Sell/Lease,429900,For Sale,15X13,,Patio Lot,"1,820 Sqft.169(m²)  /Appraisal District",74322694 (HAR),,$ 75 / MONTHLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/603-mazal-ln/sale_74322694,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living Area - 2nd Floor",,TX,,4,,Contemporary/Modern,Houston Heights,,,,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2017   / Appraisal District,77009,5933372ee2bac83b34e52f82,,,
929,,19x18,,15x10,,18x14,,,,415 Detering St,,No,2.94,2.66,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,475230(m²)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77007,,14x13,Yes,Yes,,Fenced,Brick Veneer,,,"Cash Sale, Conventional",,Wood,,Slab,East,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Tile",492L,13x12,TR 7B BLK 11 DETERING H E,Exclusive Right to Sell/Lease,429900,For Sale,23x22,,On Corner,"1,782 Sqft.166(m²)  /Appraisal District",30109427 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower",,"$389,420",,"2,237",$162.54,"2,164",1998,Yes,,,,$308 - $605 K,,No/$0,Electric Oven,http://www.har.com/415-detering-st/sale_30109427,,,,,0.0,No,,Townhouse / Condo,,Gas Cooktop,Composition,"Breakfast Room, Kitchen/Dining Combo, Living Area - 2nd Floor,",138,TX,,3,,Traditional,Detering H E View subdivision price trend,DETERING H E,2.52856,"$10,468/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",1999   / Appraisal District,77007,5933372ee2bac83b34e52f83,,,
930,,11x11,,16x13,,11x11,,,,1151 W 18th Street,"Washer Included, Dryer Included, Full Size, Refrigerator",No,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,282212(m²)  /Builder",,Houston,No,,,Central Electric,Granite in Kitchen,Harris County,77008,,18x13,Yes,Yes,"Insulated/Low-E windows, Insulation - Batt","Balcony, Fenced, Back Yard, Rooftop Deck, Rooftop Deck","Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Concrete, Tile, Wood, Carpet",,"Other, Slab",West,,,,2 / Attached,,Central Gas,,,,,"2 Staircases, High Ceiling, Intercom System, Island Kitchen, Prewired for Alarm System, Tile",452U,10x9,"Lot 3, Block 1",Exclusive Right to Sell/Lease,429900,For Sale,18x13,Yes,,,88506406 (HAR),"Limited Access Gates, Grounds, Water and Sewer",$ 50 / MONTHLY,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$336,743",,"7,685",$167.83,"1,368",1950,Yes,,,,$188 - $529 K,,No/$0,Gas Oven,http://www.har.com/1151-w-18th-street/sale_88506406,"Additional Parking, Auto Garage Door Opener",,,,0.0,No,,Townhouse / Condo,,Gas Range,Other,"Loft, Living Area - 2nd Floor",449,TX,,3,,Contemporary/Modern,Lofts on West 18th Street View subdivision price trend,SHADY ACRES,2.529,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2017   / Builder,77008,5933372ee2bac83b34e52f84,,,
931,,15x15,,11x11,,11x11,,,,1532 Nashua,,No,2.47,2.90,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,080193(m²)  /Builder",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Quartz,Harris County,77008,,11x13,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, HVAC>13 SEER, Insulation - Batt, Other Energy Features","Patio/Deck, Back Yard, Back Yard Fenced",Brick & Wood,,,"Cash Sale, Conventional, Investor, Other, VA",,"Wood, Carpet, Marble Floors",,Slab,West,12x13,,,2 / Attached,No,Central Gas,,,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",452Y,12x16,Lot 104 Houston Heights Annex,Exclusive Right to Sell/Lease,429900,For Sale,16x20,,Patio Lot,"2,500 Sqft.232(m²)  /Appraisal District",41646883 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$384,615",,"2,525",$196.42,"1,972",2005,Yes,,,,$247 - $470 K,,No/$0,Gas Oven,http://www.har.com/1532-nashua/sale_41646883,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Kitchen/Dining Combo",521,TX,,2,,Traditional,Houston Heights Annex View subdivision price trend,HOUSTON HEIGHTS ANNEX,,,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77008,5933372ee2bac83b34e52f85,,,
932,,20x14,,13x11,,12x12,,,,4926 Ella Blvd,,,1.94,3.00,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),12x8,"2,466229(m²)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77018,19x17,13x13,Yes,Yes,"Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC, Insulation - Batt, Insulation - Blown Cellulose, North/South Exposure","Back Yard, Covered Patio/Deck, Back Yard Fenced","Brick Veneer, Cement Board",,13x11,"Cash Sale, Conventional, FHA",,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,Yes,Central Gas,,,,,Island Kitchen,452F,13x10,LOT 4 BLK 1  Ella Estate R/P,Exclusive Right to Sell/Lease,429900,For Sale,11x09,,Subdivision Lot,"2,585 Sqft.240(m²)  /Appraisal District",93524482 (HAR),,$ 100 / MONTHLY,Shepherd Park Plaza Area,,,"Double Sinks, Master Bath + Separate Shower",,"$297,378",,"7,428",$198.60,"1,483",1951,Yes,,,,$225 - $745 K,,Yes/$CAP 50% of HOA fee,Single Oven,http://www.har.com/4926-ella-blvd/sale_93524482,,,,,0.0115,No,,Single Family,,Gas Cooktop,Composition,"Breakfast Room, Den, Formal Dining, Formal Living, Family Room,","3,819",TX,,2,,Traditional,Ella Estates View subdivision price trend,OAK FOREST ( EAST ),,,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2017   / Builder,77018,5933372ee2bac83b34e52f86,,,
