1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
,21X11,,12X10,,11X11,,,,3908 Austin St,"Electric Dryer Connection, Gas Dryer Connections, Washer Connections",No,1.98,2.16,"$1,877",$1.55,"$372,473",,$215.19,,"1,821",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),9X7,"2,274211(m_)  /Appraisal District",,Houston,No,,,Central Electric,GRANITE,Harris County,,,18X11,Yes,Yes,,"Patio/Deck, Balcony, Rooftop Deck, Rooftop Deck","Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Concrete, Tile, Wood, Carpet",,Slab,"East, South",,,,1 / Attached,,Central Electric,229,213,,,"Alarm System - Owned, High Ceiling, Fire/Smoke Alarm",493X,13X7,LT 2 BLK 1 MIDTOWN ELEVATED,Exclusive Right to Sell/Lease,360000,For Sale,20X12,,On Street,"1,539 Sqft.143(m_)  /Appraisal District",98697440 (HAR),,No/$0,Midtown - Houston,Midtown - Houston,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/3908-austin-st/sale_98697440,,,,,0,No,,Townhouse / Condo,,Electric Range,Composition,"Breakfast Room, Den, Formal Dining,",,TX,,3,,Contemporary/Modern,Midtown Elevated,,2.64666,"$9,814/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2007   / Appraisal District,77004,599781e3e2bac857a024b6b2,,,
,11x13,,11x11,,,,,,205 Vincent St,,Yes,1.69,2.71,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,"1,03096(m_)  /Seller",Detached Carport,Houston,No,"Electric Dryer Connections, Washer Connections",Driveway Gate,Central Electric,Grainte/Wood,Harris County,77009,,11x10,Yes,Yes,"Geothermal System, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, Energy Star/Reflective Roof, High-Efficiency HVAC","Cross Fenced, Fully Fenced, Patio/Deck, Back Yard, Porch, Back Yard Fenced","Wood, Cement Board",,,,,"Tile, Wood",,Block & Beam,,,,Driveway Gate,,No,Central Gas,,,,,"Island Kitchen, Refrigerator Included",453Y,14x15,LT 9 BLK 31 BROOKE SMITH,Exclusive Right to Sell/Lease,375000,For Sale,11x11,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",71070690 (HAR),,No/$0,Heights/Greater Heights,,,,,"$238,409",,"5,000",$236.32,"1,204",1926,Yes,,,,$154 - $445 K,,No/$0,Gas Oven,http://www.har.com/205-vincent-st/sale_71070690,,,,,0,No,,Single Family,,"Freestanding Range, Gas Range",Composition,"1 Living Area, Formal Dining",803,TX,,1,,Contemporary/Modern,Brooke Smith View subdivision price trend,BROOKE SMITH,2.52856,"$6,033/2016",,,,,,,,,,,,,,Utility Rm in House,5x4,,,"Public Sewer, Public Water",1920   / Appraisal District,77009,599781e3e2bac857a024b6b3,,,
,16x14,,12x11,,13x12,,,,4127 Dickson St,"Washer Included, Dryer Included, Full Size, Refrigerator",No,3.95,2.98,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,047190(m_)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77007,,12x11,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, Insulation - Other","Partially Fenced, Patio/Deck, Balcony, Rooftop Deck, Controlled Access, Rooftop Deck","Wood, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet, Slate",,Slab,,,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Refrigerator Included, Fire/Smoke Alarm, Tile, Drapes/Curtains/Window Cover",,15x11,LT 13 BLK 1 WATERHILL HOMES ON DICKSON,Exclusive Agency to Sell/Lease,385000,For Sale,18x15,,Other,"1,412 Sqft.131(m_)  /Appraisal District",91434683 (HAR),"Grounds, Other",$ 1600 / ANNUALLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$412,070",,"1,496",$181.81,"2,132",2006,Yes,,,,$369 - $488 K,,Yes/$150/Transfer Fees,Electric Oven,http://www.har.com/4127-dickson-st/sale_91434683,,Auto Garage Door Opener,,,0,No,,Townhouse / Condo,,Gas Cooktop,"Composition, Other","1 Living Area, Kitchen/Dining Combo, Living Area - 2nd Floor,",40,TX,,4,,Contemporary/Modern,Rice Military View subdivision price trend,WATERHILL HOMES ON DICKSON,,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2006   / Appraisal District,77007,599781e3e2bac857a024b6b4,,,
,24x20,,14x12,,,,,,706 W 42nd St,,No,2.25,3,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,"1,396130(m_)  /Appraisal District",,Houston,No,"Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,77018,,12x10,No,No,Ceiling Fans,,Asbestos,12x10,,"Cash Sale, Conventional",1 / Gas Connections,"Tile, Wood",,Block & Beam,,,,,2 / Detached,No,Central Gas,,,,,,452M,12x10,TRS 1A & 2A BLK 29 GARDEN OAKS SEC 2,Exclusive Right to Sell/Lease,399900,For Sale,20x12,,Subdivision Lot,"14,640 Sqft.1,360(m_)  /Appraisal District",86729944 (HAR),,No/$0,Garden Oaks,,,Tub with Shower,,"$406,929",,"11,820",$214.69,"1,822",1945,Yes,,,,$288 - $759 K,,No/$0,"Double Oven, Gas Oven",http://www.har.com/706-w-42nd-st/sale_86729944,,,,,0,No,,Single Family,Yes,Gas Range,Composition,"1 Living Area, Formal Dining, Quarters/Guest House,","1,413",TX,,1,,Traditional,Garden Oaks Sec 02 View subdivision price trend,GARDEN OAKS,2.52856,"$8,820/2016",,,,,,,,,,,,,,Utility Rm in Garage,,,,Public Sewer,1947   / Appraisal District,77018,599781e3e2bac857a024b6b5,,,
,19x16,,14x11,,15x12,,,,1613 B Wheeler St,,No,2.15,2.45,"$2,500",$1.60,"$1,075,606",,$321.33,,"2,943",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,261210(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",Automatic Gate,Central Electric,Quartz,Harris County,,,16x8,,Yes,"Insulated/Low-E windows, Insulated Doors, Digital Program Thermostat, High-Efficiency HVAC, HVAC>13 SEER, Insulation - Batt","Rooftop Deck, Rooftop Deck","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional, FHA, Investor",,"Tile, Wood, Carpet",,Slab,,,,Auto Garage Door Opener,2 / Attached,Yes,Central Gas,284,270,,,"Alarm System - Owned, Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Prewired for Alarm System",,20x16,LT 2 BLK 1 STOECKLI PLACE ANNEX PAR R/P AMEND,Exclusive Agency to Sell/Lease,414900,For Sale,18x16,,Cleared,,63897836 (HAR),,$ 800 / ANNUALLY,Rice/Museum District,Rice/Museum District,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,Unfinished - Under Construction,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/1613-b-wheeler-st/sale_63897836,,,,,0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Formal Dining",,TX,,3,,Contemporary/Modern,Midtown/Museum District/Med Center,,,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77004,599781e3e2bac857a024b6b6,,,
,17X16,,12X11,,12X10,,,,1910 Oakdale  B,Washer Connections,No,2.15,2.45,"$2,500",$1.60,"$1,075,606",,$321.33,,"2,943",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,023188(m_)  /Appraisal District",,Houston,No,,Automatic Driveway Gate,"Central Electric, Zoned",granite,Harris County,,,,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, HVAC>13 SEER","Side Green Space, Side Yard",Stucco,,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,,"Central Gas, Zoned",284,270,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Refrigerator Included, Tile",533B,14X12,LT 2 BLK 1 OAKDALE MANOR,Exclusive Right to Sell/Lease,419000,For Sale,20X18,,,"1,712 Sqft.159(m_)  /Appraisal District",16918169 (HAR),,No/$0,Rice/Museum District,Rice/Museum District,,"Double Sinks, Master With Tub",,,,,,,,Yes,,,,,Completed but never lived in,No/$0,Single Oven,http://www.har.com/1910-oakdale--b/sale_16918169,,Auto Garage Door Opener,,,0,No,,Townhouse / Condo,,Gas Range,Composition,1 Living Area,,TX,,3,,Traditional,OAKDALE MANOR,,2.64356,"$6,369/2016",B,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2016   / Builder,77004,599781e3e2bac857a024b6b7,,,
,12x12,,12x12,,,,,,524 Threlkeld St,,,1.55,2.53,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,"1,269118(m_)  /Appraisal District",,Houston,No,,Driveway Gate,Central Electric,,Harris County,77009,,12x12,Yes,Yes,"Attic Vents, Ceiling Fans","Patio/Deck, Storage Shed, Back Yard, Covered Patio/Deck, Outdoor Fireplace, Back Yard Fenced","Vinyl, Wood",15x15,,"Cash Sale, Conventional, Investor",1 / Gas Connections,"Tile, Wood",,Block & Beam,West,,,,"1 / Oversized, Detached",No,Central Gas,,,,,"Breakfast Bar, Dryer Included, Refrigerator Included, Washer Included",493A,12x7,LT 11 BLK 3 USENER,Exclusive Right to Sell/Lease,419900,For Sale,13x13,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",54102651 (HAR),,No/$0,Heights/Greater Heights,,,"Master With Tub, Tub with Shower",,"$391,000",$0.00,"5,500",,"1,193",1920,No,,,,$259 - $514 K,,No/$0,Electric Oven,http://www.har.com/524-threlkeld-st/sale_54102651,,,,,0,No,,Single Family,,Gas Cooktop,Composition,"Formal Dining, Gameroom Down, Family Room,",39,TX,,1,,Traditional,Usener View subdivision price trend,USENER,2.52856,"$10,724/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1920   / Appraisal District,77007,599781e3e2bac857a024b6b8,,,
,15X14,,12X11,,12X11,,,,1242 Seamist Drive,,No,2.35,3.05,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,026188(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",Automatic Gate,Central Electric,GRANITE,Harris County,77008,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Insulated Doors, Ceiling Fans, High-Efficiency HVAC","Sprinkler System, Back Yard, Covered Patio/Deck, Back Yard Fenced","Brick Veneer, Cement Board",,,"Cash Sale, Conventional, FHA, VA",1 / Gas Connections,"Tile, Wood, Carpet",,Slab,,,,Auto Garage Door Opener,2 / Attached,Yes,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Disabled Access, Island Kitchen, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",452W,,LT 12 BLK 1 TIMBERGROVE COURT,Exclusive Right to Sell/Lease,424900,For Sale,,,Subdivision Lot,"4,269 Sqft.397(m_)  /Appraisal District",34022945 (HAR),,$ 1050 / ANNUALLY,Timbergrove/Lazybrook,,,"Double Sinks, Master Bath + Separate Shower",,"$361,647",$0.00,"4,000",,"2,026",2003,Yes,,,,$296 - $477 K,,Yes/$200/transfer/statement of accounts,Electric Oven,http://www.har.com/1242-seamist-drive/sale_34022945,,,,,0,No,,Single Family,,Gas Cooktop,Composition,"Breakfast Room, Formal Dining",40,TX,,1,,Traditional,Timbergrove Court View subdivision price trend,TIMBERGROVE COURT,2.52856,"$7,615/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2003   / Appraisal District,77008,599781e3e2bac857a024b6b9,,,
,17X16,,12X11,,12X10,,,,1910 Oakdale  C,Washer Connections,No,2.15,2.45,"$2,500",$1.60,"$1,075,606",,$321.33,,"2,943",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,023188(m_)  /Appraisal District",,Houston,No,,Automatic Driveway Gate,"Central Electric, Zoned",granite,Harris County,,,,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, HVAC>13 SEER","Side Green Space, Side Yard",Stucco,,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,,"Central Gas, Zoned",284,270,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Refrigerator Included, Tile",533B,14X12,LT 1 BLK 1 OAKDALE MANOR,Exclusive Right to Sell/Lease,425000,For Sale,20X18,,,"1,920 Sqft.178(m_)  /Appraisal District",97169513 (HAR),,No/$0,Rice/Museum District,Rice/Museum District,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,Completed but never lived in,No/$0,Single Oven,http://www.har.com/1910-oakdale--c/sale_97169513,,Auto Garage Door Opener,,,0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Living Area - 2nd Floor",,TX,,3,,Traditional,OAKDALE MANOR,,2.64356,"$6,589/2016",C,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2016   / Builder,77004,599781e3e2bac857a024b6ba,,,
,16x22,,11x13,,10x12,,,,5313 Lillian St,,,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,355219(m_)  /Appraisal District",,Houston,,,,Central Electric,Granite,Harris County,77007,,11x18,,,Ceiling Fans,Patio/Deck,Unknown,,,,,,,Slab on Builders Pier,,,,,2 / Attached,No,Central Gas,,,,,,492G,12x20,LT 3 BLK 1 MILLENNIUM LOFTS ON TH PARK,Exclusive Agency to Sell/Lease,435000,For Sale,11x20,,Patio Lot,"1,712 Sqft.159(m_)  /Appraisal District",38163637 (HAR),,No/$0,Rice Military/Washington Corridor,,,,,"$445,000",,"2,500",$197.44,"2,400",1999,,,,,$278 - $725 K,,No/$0,,http://www.har.com/5313-lillian-st/sale_38163637,,,,,0,No,,Single Family,,,Composition,,341,TX,,3,,Traditional,Millennium Lofts/Pk View subdivision price trend,RICE MILITARY,2.52856,"$11,081/2016",,,,,,,,,,,,,,,4x7,,,"Public Sewer, Public Water",2005   / Appraisal District,77007,599781e3e2bac857a024b6bb,,,
,17x17,,17x14,,12x12,,,,1602 Bonner East  A,,,2.56,2.82,"$2,636",$1.40,"$511,063",,$214.57,,"2,382",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,738254(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,slab granite,Harris County,,,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Energy Star Appliances","Fully Fenced, Sprinkler System","Brick Veneer, Stucco",,,"Cash Sale, Conventional",1 / Gaslog Fireplace,"Tile, Wood",Yes,Slab,West,,,,2 / Attached,No,Central Gas,222,389,,,"Breakfast Bar, High Ceiling, Island Kitchen, Refrigerator Included, Fire/Smoke Alarm, Drapes/Curtains/Window Cover, Elevator Shaft",,17x15,LT 1 BLK 1 SPENCER GREEN,Exclusive Right to Sell/Lease,479900,For Sale,22x17,,Patio Lot,"1,924 Sqft.179(m_)  /Appraisal District",62590694 (HAR),,No/$0,Rice Military/Washington Corridor,Rice Military/Washington Corridor,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Convection Oven,http://www.har.com/1602-bonner-east--a/sale_62590694,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living/Dining Combo, Living Area - 2nd Floor,",,TX,,3,11x08,Contemporary/Modern,Spencer Green,,2.52856,"$13,188/2016",A,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2014   / Appraisal District,77007,599781e3e2bac857a024b6bc,,,
,20X18,,12X11,,11X11,,,,1910 Oakdale #A,,,2.15,2.45,"$2,500",$1.60,"$1,075,606",,$321.33,,"2,943",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,452228(m_)  /Appraisal District",,Houston,No,,Driveway Gate,"Central Electric, Zoned",granite,Harris County,,,12X10,Yes,Yes,"Insulated/Low-E windows, Insulated Doors, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, HVAC>13 SEER","Porch, Rooftop Deck, Rooftop Deck",Stucco,,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,Yes,"Central Gas, Zoned",284,270,,,"Alarm System - Owned, Island Kitchen, Refrigerator Included, Fire/Smoke Alarm",533B,14X12,LT 3 BLK 1 OAKDALE MANOR,Exclusive Right to Sell/Lease,499000,For Sale,20X18,,Subdivision Lot,"1,568 Sqft.146(m_)  /Appraisal District",90107843 (HAR),,No/$0,Rice/Museum District,Rice/Museum District,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,Completed but never lived in,No/$0,Gas Oven,http://www.har.com/1910-oakdale-a/sale_90107843,,,,,0,No,,Single Family,,Gas Range,Composition,"Formal Dining, Study/Library, Living Area - 2nd Floor, Family Room,",,TX,,4,8X8,Traditional,OAKDALE MANOR,,2.64356,"$3,344/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2016   / Appraisal District,77004,599781e3e2bac857a024b6bd,,,
,18X12,,11X11,,13X12,12X7,,,1721 B Utah Street,,No,2.56,2.82,"$2,636",$1.40,"$511,063",,$214.57,,"2,382",,,4 Full  & 1Half Bath(s),,4 Bedroom(s),,"2,623244(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Stone,Harris County,,,15X9,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Rooftop Deck, Rooftop Deck","Cement Board, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,16X12,,,2 / Attached,No,"Central Gas, Zoned",222,389,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",492F,14X7,LT 2 BLK 1 Utah Street Grove,Exclusive Right to Sell/Lease,544900,For Sale,16X15,,Other,"1,559 Sqft.145(m_)  /Appraisal District",12985647 (HAR),,No/$0,Rice Military/Washington Corridor,Rice Military/Washington Corridor,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,Unfinished - Under Construction,No/$0,Electric Oven,http://www.har.com/1721-b-utah-street/sale_12985647,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Gameroom Up, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",,TX,,4,,Traditional,Rice Military,,,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77007,599781e3e2bac857a024b6be,,,
,16X13,,15X12,,11X9,,,,1425 Freedonia,,,2.1,3.1,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,492139(m_)  /Appraisal",Attached Carport,Houston,,Electric Dryer Connections,,Central Electric,,Harris County,77055,,14X13,Yes,Yes,"Attic Vents, Ceiling Fans",Fully Fenced,Brick & Wood,,,"Cash Sale, Conventional",1 / Wood Burning Fireplace,"Laminate, Tile, Carpet",,Slab,,,,,,Yes,Central Gas,,,,,,450Y,13X9,TRS 9B & 10B LT 10,Exclusive Agency to Sell/Lease,549800,For Sale,17X14,,Subdivision Lot,,57477104 (HAR),,$350,Spring Branch,,,"Double Sinks, Master Bath + Separate Shower",,"$274,032",,"11,328",$165.67,"1,847",1956,Yes,,,,$238 - $508 K,,No/$0,,http://www.har.com/1425-freedonia/sale_57477104,,,,,0,Yes,Gunite,Single Family,,,Composition,"Formal Dining, Family Room",30,TX,,1,,Contemporary/Modern,YUPON ESTATES View subdivision price trend,YUPON ESTATES,,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1976   / Appraisal,77055,599781e3e2bac857a024b6bf,,,
,18X12,,11X11,,13X12,12X7,,,1721 Utah Street  A,"Electric Dryer Connection, Gas Dryer Connections, Washer Connections",No,2.56,2.82,"$2,636",$1.40,"$511,063",,$214.57,,"2,382",,,4 Full  & 1Half Bath(s),,4 Bedroom(s),,"2,623244(m_)  /Builder",,Houston,No,,,"Central Electric, Zoned",Stone,Harris County,,,15X9,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Fenced, Rooftop Deck, Rooftop Deck","Cement Board, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,16X12,,,2 / Attached,,"Central Gas, Zoned",222,389,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",492F,14X7,LT 3 BLK 1 Utah Street Grove,Exclusive Right to Sell/Lease,554900,For Sale,16X15,,Other,"1,429 Sqft.133(m_)  /Appraisal District",17591040 (HAR),,No/$0,Rice Military/Washington Corridor,Rice Military/Washington Corridor,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,Unfinished - Under Construction,No/$0,Electric Oven,http://www.har.com/1721-utah-street--a/sale_17591040,,,,,0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Gameroom Up, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",,TX,,4,,Traditional,Rice Military,,,,A,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2017   / Builder,77007,599781e3e2bac857a024b6c0,,,
,12X20,,18X16,,11X13,,,,1901 Calumet St  D,Electric Dryer Connection,No,2.15,2.45,"$2,500",$1.60,"$1,075,606",,$321.33,,"2,943",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),12X9,"2,875267(m_)  /Appraisal District",,Houston,No,,Driveway Gate,Central Electric,granite,Harris County,,,10X10,Yes,Yes,"Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, Tankless/On-Demand H2O Heater",,Brick & Wood,,,"Conventional, FHA",1 / Gaslog Fireplace,"Wood, Marble Floors",,Block & Beam,,,,,2 / Attached,,Central Electric,284,270,,,"Alarm System - Leased, Breakfast Bar, High Ceiling, Refrigerator Included, Fire/Smoke Alarm, Tile, Open Ceiling",533B,,LT 4 BLK 1 CALUMET PARK,Exclusive Agency to Sell/Lease,555000,For Sale,17X17,,Courtyard,"1,831 Sqft.170(m_)  /Appraisal District",54744629 (HAR),"Exterior Building, Limited Access Gates, Grounds",$ 1500 / ANNUALLY,Rice/Museum District,Rice/Museum District,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Double Oven,http://www.har.com/1901-calumet-st--d/sale_54744629,,Auto Garage Door Opener,,,0.0513,No,,Townhouse / Condo,,Freestanding Range,Composition,"1 Living Area, Kitchen/Dining Combo, Living Area - 2nd Floor,",,TX,,3,,Traditional,Calumet Park,,2.65016,"$14,011/2016",D,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2008   / Appraisal District,77004,599781e3e2bac857a024b6c1,,,
,20X12,,15X14,,14X14,,,,1841 Radcliffe St,,No,1.53,2.65,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,841171(m_)  /Appraisal District",,Houston,,"Electric Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77092,20X14,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Controlled Subdivision Access, Covered Patio/Deck","Cement Board, Stucco",,,"Cash Sale, Conventional",1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",,9X20,LT 1 BLK 1 RIVERWAY GREEN,Exclusive Right to Sell/Lease,356000,For Sale,,,Subdivision Lot,"1,665 Sqft.155(m_)  /Appraisal District",81128467 (HAR),,$ 200 / ANNUALLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower",,"$66,997",$0.00,"6,000",,"1,140",1950,Yes,,,,$20 - $175 K,,No/$0,Electric Oven,http://www.har.com/1841-radcliffe-st/sale_81128467,,,,,0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Kitchen/Dining Combo, Living Area - 2nd Floor,",100,TX,,3,,Contemporary/Modern,Riverway Green Sub View subdivision price trend,ROSSLYN GARDENS,,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2012   / Appraisal District,77007,5998d29be2bac856cc1a05b6,,,
